Receptor,Ligand_Count,Best_Binding_Energy,Mean_Binding_Energy,Std_Binding_Energy,Best_Ligand,Reference_Ligand_Energy
Keap1,16,-11.137,-8.420,1.150,Smilagenin,-7.200
